Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
j3_1,0.0184867,0.006117174,-0.000968585,0,0,0,0.003786719,8.62E-08,8.62E-10,1.73E-08,2.44E-07,4.70E-10,2.27E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j3_1.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j3_1.STL,,11.STEP-1/____10(2)^11.STEP-1/____10.1.4-______.sldasm-Part-470^____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (21) 1^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-535^________ (21) 1_____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (21) 1^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-534^________ (21) 1_____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (21) 1^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-508^________ (21) 1_____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (21) 1^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-511^________ (21) 1_____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (21) 1^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-510^________ (21) 1_____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (21) 1^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-533^________ (21) 1_____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (21) 1^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-509^________ (21) 1_____10(2)_11.STEP-1,j3_1坐标系,j3_1基准轴,j3_1,revolute,0.16595,-0.0147,0.014864,0,-0.035182,0,base_link,0,-1,0,100,1,-1,0,,,,,,,,
j3_2,0.010715125,0.004561978,-0.000775363,0,0,0,0.003926311,1.13E-07,3.78E-09,5.84E-10,2.38E-07,1.68E-09,2.71E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j3_2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j3_2.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (20) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-485^________ (20) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (20) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-467^________ (20) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (18) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-452^________ (18) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (18) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-462^________ (18) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (18) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-451^________ (18) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (18) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-471^________ (18) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (18) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-450^________ (18) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (18) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-428^________ (18) _____10(2)_11.STEP-1,j3_2坐标系,j3_2基准轴,j3_2,revolute,0.033591,0.001835,-0.0024346,0,0.048492,0,j3_1,0,-1,0,100,1,-1.2,0,,,,,,,,
j3_3,0.010554958,0.00308905,-0.002198854,0,0,0,0.004085327,1.12E-07,5.46E-10,-2.34E-08,2.33E-07,1.15E-10,2.56E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j3_3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j3_3.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (19) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-453^________ (19) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (19) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-488^________ (19) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (19) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-437^________ (19) _____10(2)_11.STEP-1,j3_3坐标系,j3_3基准轴,j3_3,revolute,0.026226,0.00128,-0.00087869,0,0.12563,0,j3_2,0,-1,0,100,1,-1.2,0,,,,,,,,
j4_0,-0.01116295,-6.01E-05,-0.011941037,0,0,0,0.00742155,3.63E-07,-3.31E-08,-3.31E-08,6.42E-07,-7.34E-09,4.95E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j4_0.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j4_0.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-75^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-40^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-76^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-158^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-33^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-62^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-557^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-556^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-562^________ (7) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (7) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-255^________ (7) _____10(2)_11.STEP-1,j4_0坐标系,j4_0基准轴,j4_0,revolute,0.14326,0.0103,0.022226,-0.00068648,-0.035175,0.019518,base_link,0,0,1,100,1,0,0.18,,,,,,,,
j4_1,0.018495542,0.005942175,-0.000854883,0,0,0,0.003786719,8.59E-08,8.59E-10,1.63E-08,2.44E-07,4.76E-10,2.27E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j4_1.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j4_1.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (15) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-377^________ (15) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (15) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-417^________ (15) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (15) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-402^________ (15) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (15) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-403^________ (15) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (15) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-410^________ (15) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (15) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-416^________ (15) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (15) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-385^________ (15) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/____10.1.4-______.sldasm-Part-392^____10(2)_11.STEP-1,j4_1坐标系,j4_1基准轴,j4_1,revolute,0.019425,-0.006,-0.010155,0,0,0,j4_0,0,-1,0,100,1,-1,0,,,,,,,,
j4_2,0.010725765,0.004561979,-0.000671026,0,0,0,0.003926311,1.13E-07,3.76E-09,-9.79E-10,2.38E-07,1.72E-09,2.71E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j4_2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j4_2.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (16) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-389^________ (16) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (16) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-399^________ (16) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (14) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-418^________ (14) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (14) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-394^________ (14) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (14) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-414^________ (14) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (14) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-378^________ (14) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (14) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-404^________ (14) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (14) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-370^________ (14) _____10(2)_11.STEP-1,j4_2坐标系,j4_2基准轴,j4_2,revolute,0.033605,0.00166,-0.0022278,0,0.042339,0,j4_1,0,-1,0,100,1,-1.2,0,,,,,,,,
j4_3,0.010571089,0.003089049,-0.002119939,0,0,0,0.00408532,1.12E-07,5.45E-10,-2.45E-08,2.33E-07,1.19E-10,2.56E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j4_3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j4_3.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (13) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-328^________ (13) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (13) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-331^________ (13) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (13) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-340^________ (13) _____10(2)_11.STEP-1,j4_3坐标系,j4_3基准轴,j4_3,revolute,0.026233,0.00128,-0.0006202,0,0.11577,0,j4_2,0,-1,0,100,1,-1.2,0,,,,,,,,
j5_0,-0.013172533,-5.40E-05,-0.011139905,0,0,0,0.008822669,4.01E-07,-3.40E-08,-3.27E-08,6.98E-07,-7.81E-09,5.47E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j5_0.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j5_0.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-563^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-559^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-561^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-36^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-61^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-58^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-54^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-266^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-276^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-56^________ (5) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (5) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-28^________ (5) _____10(2)_11.STEP-1,j5_0坐标系,j5_0基准轴,j5_0,revolute,0.13833,0.0293,0.020047,-0.0019936,-0.035125,0.056707,base_link,0,0,1,100,1,0,0.18,,,,,,,,
j5_1,0.018472131,0.005942174,-0.001138737,0,0,0,0.00378672,8.66E-08,8.66E-10,1.86E-08,2.44E-07,4.62E-10,2.27E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j5_1.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j5_1.STL,,11.STEP-1/____10(2)^11.STEP-1/____10.1.4-______.sldasm-Part-317^____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (11) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-325^________ (11) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (11) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-327^________ (11) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (11) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-342^________ (11) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (11) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-310^________ (11) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (11) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-330^________ (11) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (11) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-337^________ (11) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (11) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-305^________ (11) _____10(2)_11.STEP-1,j5_1坐标系,j5_1基准轴,j5_1,revolute,0.019425,-0.006,-0.010155,0,0,0,j5_0,0,-1,0,100,1,-1,0,,,,,,,,
j5_2,0.010697396,0.004561979,-0.000930326,0,0,0,0.003926311,1.13E-07,3.80E-09,2.91E-09,2.38E-07,1.62E-09,2.71E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j5_2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j5_2.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (12) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-326^________ (12) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (12) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-314^________ (12) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (10) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-359^________ (10) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (10) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-301^________ (10) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (10) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-358^________ (10) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (10) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-318^________ (10) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (10) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-302^________ (10) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (10) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-315^________ (10) _____10(2)_11.STEP-1,j5_2坐标系,j5_2基准轴,j5_2,revolute,0.033567,0.00166,-0.0027441,0,0.05771,0,j5_1,0,-1,0,100,1,-1.2,0,,,,,,,,
j5_3,0.010529875,0.003089048,-0.002315959,0,0,0,0.004085316,1.11E-07,5.48E-10,-2.18E-08,2.33E-07,1.09E-10,2.57E-07,0,0,0,0,0,0,package://lefthand_10dof/meshes/j5_3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://lefthand_10dof/meshes/j5_3.STL,,11.STEP-1/____10(2)^11.STEP-1/________ (17) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-422^________ (17) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (17) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-409^________ (17) _____10(2)_11.STEP-1;11.STEP-1/____10(2)^11.STEP-1/________ (17) ^____10(2)_11.STEP-1/____10.1.4-______.sldasm-Part-406^________ (17) _____10(2)_11.STEP-1,j5_3坐标系,j5_3基准轴,j5_3,revolute,0.02621,0.00128,-0.0012631,0,0.14029,0,j5_2,0,-1,0,100,1,-1.2,0,,,,,,,,
